Credit_History,Debt_Burden,Employment_Years,Income,Loan_Amount,Down_Payment,LTV,Property_Type,Savings,Interest_Rate_Type,Marital_Status,Age,Education,Location,Recent_Credit_Activity,Will_Default
Excellent,1.2469228075761432,0,130260,185688,30398.443725009383,0.8362929013990705,Primary Residence,42523.18072125306,Fixed,Divorced,46,Bachelor,Suburban,High,0
Excellent,0.21185116290790518,5,67350,140100,10820.180106967211,0.9227681648324967,Primary Residence,47132.40127496721,Variable,Married,36,Masters,Urban,Moderate,0
Good,1.2976803365743406,10,178024,377803,34192.90215985632,0.9094954191473961,Vacation Home,17636.78397045495,Fixed,Divorced,51,PhD,Urban,Moderate,0
Excellent,0.22865452890794874,2,145085,272105,31868.480925402626,0.8828816783028514,Rental,5698.514807954902,Fixed,Married,63,High School,Rural,Moderate,0
Excellent,1.2682359008483748,14,143797,117713,23656.3904547193,0.7990333229573683,Vacation Home,40484.32710749467,Fixed,Divorced,61,High School,Suburban,Low,0
Fair,0.6051037615102173,10,30937,499257,5854.213789091444,0.988274147805456,Rental,5537.513804485372,Fixed,Divorced,30,Masters,Urban,Moderate,0
Excellent,0.9570926885601021,4,192774,198959,43505.39645528843,0.7813348656995239,Rental,38964.371922789695,Fixed,Single,64,Bachelor,Rural,Moderate,0
Fair,0.31404196190719746,15,59496,96811,8565.603850061801,0.9115224111923046,Vacation Home,34449.382094895205,Variable,Divorced,44,Bachelor,Urban,Moderate,0
Poor,0.1926362104152532,6,137221,196181,29084.404778788237,0.851747086727113,Vacation Home,28877.97919207723,Fixed,Widowed,36,Bachelor,Suburban,High,0
Excellent,0.40231348562818914,5,43794,285037,8750.025282877967,0.9693021422381025,Primary Residence,46974.47442076928,Variable,Widowed,46,Masters,Urban,Low,0
Excellent,0.2789953450721737,8,144717,499462,36285.535559170814,0.9273507582975865,Rental,16119.660183676542,Fixed,Single,34,Masters,Urban,Moderate,0
Fair,0.5373682567514845,6,176057,375531,35620.27062023382,0.9051469236355085,Primary Residence,4666.465939431569,Fixed,Single,24,Masters,Suburban,Moderate,0
Poor,0.8201365451154282,2,39391,445340,10546.810634338131,0.9763173965187539,Primary Residence,49080.207345316965,Variable,Divorced,62,Bachelor,Rural,Low,0
Good,0.9242632489910133,10,92406,151558,17646.0857162319,0.8835687610272509,Primary Residence,22057.391862547986,Fixed,Single,32,High School,Suburban,High,0
Poor,1.20581535033164,11,107054,380093,18821.065061854744,0.95048300005037,Primary Residence,21669.551493065246,Variable,Married,25,Bachelor,Rural,Moderate,1
Fair,1.018735850547702,10,41993,201843,9531.588899126353,0.9527772134821304,Rental,4476.487176765775,Fixed,Single,61,Masters,Suburban,Moderate,0
Poor,0.9522616551813741,1,62639,56089,9690.222852815865,0.8272348793379117,Rental,37177.6215133095,Variable,Widowed,39,PhD,Urban,High,0
Fair,0.6764948384800844,0,49720,317977,15113.902184532872,0.9524685679010341,Primary Residence,36005.879621480315,Variable,Married,22,Masters,Suburban,High,0
Fair,0.7633318089441941,1,160978,196820,38075.11268019666,0.8065485586820615,Rental,7264.816078508296,Fixed,Widowed,47,PhD,Suburban,High,0
Good,0.6803291611462534,13,83820,99308,17123.955505685724,0.8275672100365961,Primary Residence,11690.334760106203,Variable,Single,22,Masters,Suburban,High,0
Excellent,1.2790324420859365,12,103117,92083,18416.954957962753,0.7999961452389394,Vacation Home,820.723295282183,Fixed,Single,52,Masters,Suburban,Moderate,0
Fair,0.42200063356775974,4,83238,464603,17785.835006262136,0.9617182088659304,Primary Residence,44486.444003721175,Variable,Single,21,PhD,Rural,Moderate,0
Fair,0.10800930415875049,1,149814,427749,23590.839829448287,0.9448488720500848,Vacation Home,12226.40462100923,Variable,Divorced,56,Masters,Rural,High,0
Good,1.011847856116735,18,126390,391818,21492.85933297241,0.9451458091946454,Primary Residence,46352.04493295788,Fixed,Widowed,48,High School,Suburban,High,0
Fair,0.3834470570943639,16,96944,313846,13932.694406071283,0.9556065891995715,Primary Residence,28558.481023663335,Variable,Divorced,33,PhD,Rural,High,0
Excellent,1.346161190833733,10,113068,477649,18903.26448913917,0.9604243607981191,Rental,21270.3818854864,Fixed,Divorced,26,Masters,Suburban,Moderate,1
Good,1.3026648615893186,15,23193,71773,1572.0573874164938,0.9780968137403132,Vacation Home,391.5245251447208,Fixed,Divorced,63,PhD,Urban,Low,0
Excellent,0.20741832069948823,19,60986,455641,5768.271794287231,0.9873403144267368,Rental,4613.614180848546,Fixed,Widowed,23,PhD,Suburban,Moderate,0
Excellent,0.2489437675797083,17,25220,302923,3713.223588133339,0.9877420216090117,Primary Residence,7934.203780143045,Fixed,Married,69,PhD,Suburban,High,0
Good,0.7932402291453328,19,170429,88575,33119.44503042752,0.6260858590976288,Vacation Home,5284.812876305023,Variable,Single,40,High School,Suburban,Low,0
Fair,0.9529117278770964,7,59299,332242,14723.732503214933,0.9556837109600385,Primary Residence,12810.167526269644,Variable,Divorced,44,Masters,Urban,Low,0
Excellent,0.48487167247513707,1,170621,122519,34651.997444047425,0.7171704189223923,Vacation Home,7729.249061289778,Variable,Widowed,28,High School,Urban,High,0
Excellent,1.103516803379119,16,37474,464710,14556.12739982538,0.9686769654196695,Vacation Home,33191.68712021077,Variable,Widowed,31,PhD,Urban,Low,0
Excellent,0.9328824292864201,10,77593,440843,18462.82481172681,0.958119274182131,Primary Residence,14851.57290238302,Fixed,Single,31,PhD,Rural,Low,0
Excellent,0.5547537536479765,13,151213,306788,41952.17409939617,0.8632535363202076,Primary Residence,35914.58089426201,Variable,Divorced,24,Bachelor,Urban,High,0
Good,0.13552008325924184,15,102186,314541,14687.37344408096,0.9533053769013231,Rental,6774.637242123099,Variable,Married,48,Bachelor,Urban,Moderate,0
Good,1.1502103938179247,14,126023,76770,30191.651875066294,0.6067259101854071,Rental,10455.375597834027,Variable,Single,46,Bachelor,Urban,Low,0
Poor,0.4006551321551157,14,40694,350366,297.05465650389215,0.9991521590094248,Primary Residence,39372.48126342149,Fixed,Married,58,PhD,Urban,High,1
Poor,1.2682632408476797,2,126991,231779,30697.767627235757,0.8675558716396405,Rental,31703.845138196135,Variable,Divorced,68,High School,Rural,Moderate,0
Excellent,0.6884063640759572,6,167935,262793,35504.413802524294,0.8648958921945246,Rental,4822.35249959112,Variable,Single,39,PhD,Rural,Moderate,0
Fair,0.9079084196844716,11,22690,143737,3407.3206717642324,0.9762947558960864,Primary Residence,47970.849062453344,Variable,Divorced,48,PhD,Rural,Low,0
Excellent,1.3221282225726028,2,134153,257709,27882.32403666981,0.8918069449003729,Vacation Home,38126.72687680138,Fixed,Divorced,38,High School,Urban,High,0
Fair,1.3090722012879348,18,65056,99033,10556.574193936352,0.8934034696117824,Primary Residence,27632.2704336161,Variable,Widowed,55,Masters,Rural,Moderate,0
Excellent,0.6201274053410025,9,172392,251110,31550.934199992527,0.8743541308590158,Rental,17145.5378270296,Variable,Married,52,Bachelor,Suburban,Moderate,0
Poor,0.3924444498007803,7,87963,378023,19780.36034575283,0.9476741882220054,Primary Residence,4697.059603742248,Variable,Married,27,PhD,Rural,Moderate,0
Poor,1.1852045088200325,15,176491,390619,27198.596418101995,0.9303705236609023,Primary Residence,17910.09096940031,Fixed,Single,49,PhD,Rural,Moderate,0
Fair,0.7063122850429836,15,60832,65950,13813.821623199428,0.7905409913085757,Vacation Home,16151.143093527837,Fixed,Divorced,53,Masters,Rural,High,0
Excellent,0.36885879098260566,11,187055,250604,36783.58376669751,0.8532202847253136,Vacation Home,3918.5800483494513,Fixed,Single,50,Bachelor,Urban,High,0
Fair,1.3661954792440103,4,42365,146081,6838.642055469787,0.9531859580953731,Rental,39187.91940265457,Fixed,Single,20,Masters,Urban,Moderate,0
Poor,0.37734587193752234,19,154983,98787,28535.869681224798,0.7111373998479071,Rental,20766.77853512112,Fixed,Divorced,54,Bachelor,Rural,Moderate,0
Excellent,0.1361300354677235,5,137037,400912,28588.6395658256,0.928690985638181,Rental,44475.77782170364,Fixed,Married,38,PhD,Urban,Low,0
Excellent,0.12839196327438795,5,151721,140150,35503.28214963097,0.7466765454896113,Rental,7898.166368665166,Fixed,Single,65,Bachelor,Suburban,High,0
Fair,0.9712414990359699,7,46469,145551,20435.12514315187,0.8596016163190093,Rental,15878.621929500592,Variable,Single,37,PhD,Suburban,High,0
Good,1.0263450850045424,16,113362,156350,28273.272657131754,0.8191667882498769,Primary Residence,13951.828870123645,Fixed,Single,65,High School,Rural,Moderate,0
Fair,0.5354583870797774,11,101039,177943,24365.11709885342,0.8630734724105279,Primary Residence,43258.07586739903,Variable,Divorced,36,High School,Suburban,Low,0
Poor,0.5480153849458888,13,63346,375070,8729.91630790153,0.9767245679262496,Rental,25386.67701863485,Fixed,Single,61,High School,Rural,High,1
Poor,0.5752914810839198,1,107498,317130,18516.19444504853,0.9416132360702283,Vacation Home,7091.093001887711,Fixed,Married,50,Masters,Suburban,Low,1
Poor,1.05222196546243,18,191956,128485,38368.58080542341,0.7013769638057096,Vacation Home,17872.34156766292,Variable,Widowed,39,Masters,Rural,Moderate,0
Poor,0.18138730743756,5,119658,266415,26151.363028670665,0.9018397499064592,Rental,47159.12651697186,Fixed,Married,48,PhD,Urban,High,1
Poor,1.400762893767856,17,168749,255828,31486.447247839813,0.8769233733295815,Primary Residence,27574.365307054937,Fixed,Divorced,58,Masters,Urban,Low,0
Good,0.411529461848425,3,80390,181307,22006.059734571798,0.8786254268474367,Vacation Home,1836.6777199739338,Fixed,Widowed,62,Masters,Urban,High,0
Excellent,1.4995424873389291,4,105178,189065,17676.288920612507,0.9065068155363896,Vacation Home,2892.2492841066237,Fixed,Divorced,40,Masters,Rural,Moderate,0
Fair,0.34013177130206174,5,82635,272152,10229.796482194299,0.9624114594704639,Vacation Home,11784.035984720815,Variable,Divorced,28,High School,Rural,High,0
Fair,1.1801650402373285,14,94131,195908,24008.1049891627,0.8774521459605391,Vacation Home,31066.219975623255,Fixed,Widowed,49,Masters,Suburban,Moderate,0
Poor,0.41277756290147505,5,99315,382904,21043.815967136812,0.9450415353009193,Primary Residence,12263.035152964514,Fixed,Divorced,52,Bachelor,Urban,Low,0
Fair,0.21318552230055554,7,83734,264222,15312.008836547617,0.9420486983046544,Primary Residence,42505.727604167754,Variable,Married,37,Masters,Urban,Low,0
Poor,1.3249066540909085,8,32164,476222,-421.71653384365254,1.00088554609792,Vacation Home,31471.09327363894,Variable,Widowed,68,Bachelor,Rural,Low,0
Good,1.3022517628672488,5,73184,273038,19560.406494399205,0.9283601312110431,Primary Residence,15036.529752359967,Fixed,Divorced,29,High School,Rural,Moderate,0
Good,0.6649985494294418,1,186446,464524,49182.90701124366,0.8941219247848472,Primary Residence,19696.734615490706,Fixed,Single,20,PhD,Suburban,Low,0
Excellent,1.0833545995565974,15,111964,377731,24866.598520448955,0.9341684994865421,Rental,18762.886103226883,Fixed,Married,47,Masters,Rural,Moderate,0
Good,0.8798923057574839,19,121678,207803,21158.094875280414,0.8981819565873427,Rental,15709.189228785126,Variable,Widowed,52,PhD,Suburban,Low,0
Good,1.2941385591432484,0,111041,125108,23396.300672504007,0.8129911702488729,Rental,31494.31428406213,Variable,Widowed,58,PhD,Suburban,Moderate,0
Excellent,0.5410783570461162,15,98709,271205,22555.741389261842,0.9168313954784689,Rental,10083.712408677831,Variable,Divorced,37,PhD,Urban,High,0
Fair,0.8331413599985792,0,49580,320642,12406.768341212279,0.9613064778126,Vacation Home,14605.503891890414,Variable,Widowed,62,PhD,Urban,Low,0
Poor,0.7795213196863706,0,174390,357210,30812.953761627927,0.9137399463575266,Rental,4261.8213315969715,Fixed,Widowed,64,Masters,Rural,High,0
Poor,0.5954681567596022,6,165699,489934,30614.5447555181,0.9375129206066162,Rental,18801.830231899825,Variable,Divorced,28,Bachelor,Suburban,Moderate,0
Fair,1.3480370903789212,15,91614,401673,14588.080599333114,0.963681699792286,Primary Residence,3219.2249193918,Variable,Single,47,PhD,Suburban,Moderate,1
Excellent,0.3322290945275497,16,187163,462209,39281.68101815722,0.9150131628372506,Vacation Home,895.2743681184761,Fixed,Married,42,High School,Suburban,Low,0
Fair,0.30931209532897463,15,34444,62485,6569.315507279343,0.894865719656248,Primary Residence,32298.98534893428,Fixed,Married,45,High School,Suburban,High,0
Good,0.9076733494518519,15,190945,119136,43945.72045794994,0.631129797391637,Primary Residence,8122.745221704403,Fixed,Widowed,68,Bachelor,Urban,Moderate,0
Excellent,1.0204919219789188,5,37747,264957,8784.887838213544,0.9668440998418101,Primary Residence,1759.8846481039266,Variable,Widowed,62,PhD,Rural,Low,0
Excellent,0.3724669560543912,17,160301,227195,35621.543811871554,0.843211585590037,Rental,3416.666046912814,Fixed,Widowed,52,High School,Suburban,High,0
Excellent,0.6470044191564737,2,133332,96264,25323.3957069845,0.7369380484190923,Vacation Home,9960.518694300397,Fixed,Single,39,Masters,Rural,Low,0
Poor,1.4251893801702413,7,137699,95606,18509.71922046484,0.8063958410511386,Rental,36044.05140313468,Variable,Single,35,High School,Rural,High,1
Fair,0.44526439176694355,3,87626,348490,24257.841150855762,0.9303915717786572,Vacation Home,593.115571972358,Variable,Divorced,38,PhD,Urban,Moderate,0
Excellent,1.0357049829643517,3,77804,153865,16187.734417108579,0.8947926141935555,Primary Residence,36325.998772686864,Variable,Single,51,PhD,Rural,Moderate,0
Excellent,1.1362091511766272,16,199301,216383,41925.85134342999,0.8062423973074132,Vacation Home,29852.907532239187,Fixed,Single,30,PhD,Urban,Moderate,0
Excellent,0.7273801792512233,4,52368,427336,14557.854147232201,0.9659334712094647,Primary Residence,25695.46253884836,Fixed,Single,65,PhD,Suburban,High,0
Fair,1.4125363814634162,13,30944,435160,7477.2814801647955,0.9828171672944095,Rental,45464.1701162774,Variable,Married,63,High School,Rural,High,1
Poor,1.1313194293063067,14,182824,223334,27282.833632934686,0.8778384230214177,Primary Residence,41479.38718218505,Fixed,Widowed,59,Masters,Suburban,Low,0
Good,0.7410944118052569,11,52916,103166,8824.255336480772,0.9144654698594423,Rental,20938.525790271295,Fixed,Married,66,PhD,Suburban,Moderate,0
Poor,0.8970692824865315,12,40817,351219,5756.069388187607,0.9836111674249184,Rental,335.01422484096264,Variable,Single,45,PhD,Urban,High,0
Excellent,1.069658820795141,17,21133,479598,1984.9803102377582,0.995861158073558,Rental,35528.822340736246,Fixed,Widowed,20,Bachelor,Urban,Moderate,0
Poor,0.9290662526009055,13,127603,390819,24487.298875168923,0.937343632537904,Primary Residence,2386.307151475908,Fixed,Single,57,High School,Suburban,High,0
Poor,1.3301766173565062,18,145482,415590,29373.94494213055,0.9293198947469128,Rental,13902.696180266315,Variable,Widowed,31,Masters,Suburban,High,1
Good,0.5996441271925617,6,136801,498439,37009.238965408076,0.9257497126721463,Vacation Home,24651.72648932464,Fixed,Married,28,Masters,Rural,High,0
Fair,0.5198400360781269,5,179742,54806,38565.464397552736,0.2963276940927501,Vacation Home,4967.061999670464,Variable,Single,69,Masters,Suburban,Low,0
Fair,0.39937444529336996,4,198796,492874,43361.395022286044,0.9120233669816504,Vacation Home,33963.57974737425,Fixed,Single,27,Bachelor,Rural,Moderate,0
Poor,0.15289615529043318,3,72837,341501,12229.314509218846,0.9641895206479077,Vacation Home,16068.451585277688,Fixed,Married,50,High School,Suburban,High,1
Poor,0.16021955013207748,17,187046,371021,44846.57877796254,0.8791265756440673,Rental,18083.035761905518,Fixed,Single,39,PhD,Rural,High,0
Fair,1.318077270352996,13,152181,422281,31106.964517251756,0.9263358651768567,Vacation Home,32416.241006889002,Fixed,Widowed,38,High School,Urban,Low,0
Fair,1.0497504049682702,15,48755,103155,9675.624560946946,0.9062030482192143,Primary Residence,19912.095009630804,Fixed,Single,51,Bachelor,Urban,Moderate,0
Good,1.0247453816110805,19,128473,370195,16752.379547326054,0.954747147996796,Vacation Home,11228.48667235264,Fixed,Married,24,PhD,Rural,High,0
Excellent,0.9604999465088404,13,44802,174503,12500.705907213036,0.9283639484294652,Vacation Home,8837.905829811749,Variable,Divorced,50,Bachelor,Rural,Moderate,0
Poor,1.2889068025717467,4,84771,123147,21611.795962479973,0.8245040807938483,Primary Residence,36202.09660979339,Fixed,Single,41,Masters,Rural,Low,0
Fair,0.7723736959318783,10,63899,177117,17292.902077295665,0.90236452696638,Primary Residence,37529.24577099509,Fixed,Single,39,Bachelor,Suburban,Low,0
Poor,1.3185751599816204,11,193044,207976,31591.81298708593,0.8480987566493926,Vacation Home,9785.011082404388,Variable,Single,31,PhD,Suburban,Moderate,0
Poor,0.6032230366551348,17,146995,388886,34096.61863239586,0.9123223293397142,Rental,15950.326877411524,Variable,Divorced,38,PhD,Urban,Moderate,0
Fair,1.3973905060747267,3,187776,147486,35999.14276895378,0.755914847721453,Primary Residence,47830.40612736517,Fixed,Widowed,56,Bachelor,Rural,Moderate,0
Good,1.078119772113736,12,95194,182779,12754.64277967436,0.9302182264938841,Rental,49211.46744814759,Variable,Married,21,High School,Urban,Moderate,0
Poor,0.4600479904341982,19,129484,255101,36684.940850384686,0.8561944451398282,Rental,29265.39401991326,Variable,Widowed,23,High School,Rural,High,1
Good,0.8897188903640751,12,72958,494812,22155.775100540268,0.9552238524923804,Vacation Home,37847.277755784,Variable,Widowed,49,High School,Rural,Low,0
Fair,0.8462427860835577,3,108469,255117,24952.543151013644,0.9021917663228494,Rental,37412.66150702959,Variable,Married,42,Masters,Urban,High,0
Excellent,0.29305835042246753,6,62491,334434,15118.762352650632,0.954792986500623,Rental,19778.07367354329,Variable,Married,40,Masters,Rural,High,0
Excellent,0.9277400680508597,1,28495,397019,13528.979786222983,0.965923596134636,Rental,2421.4421852306655,Variable,Widowed,24,Masters,Rural,High,1
Poor,0.5406998732037411,17,85181,69311,14598.802009629402,0.7893725092751597,Vacation Home,37035.19401959079,Fixed,Married,26,Masters,Rural,High,0
Fair,0.1732882735334434,5,199184,231081,52250.15416556943,0.7738881424021472,Primary Residence,6788.669121096441,Variable,Single,31,High School,Urban,Low,0
Good,1.4281186207891907,15,33097,98175,6830.37671702166,0.9304265167606656,Vacation Home,14524.921635338867,Fixed,Widowed,60,High School,Rural,Low,0
Poor,0.9980865166900028,2,172604,314864,39498.92521141004,0.8745524251378054,Primary Residence,15777.177206766313,Fixed,Widowed,30,Bachelor,Urban,High,0
Fair,1.327686504619186,14,182182,347934,39132.23337243536,0.8875297229577006,Rental,17454.605628007896,Variable,Divorced,65,Masters,Suburban,High,0
Fair,1.0464784070185544,19,199615,131285,34892.63052739163,0.7342222605218295,Primary Residence,23284.094018220352,Fixed,Divorced,33,Bachelor,Urban,Low,0
Good,0.5997771689961581,9,60702,427210,12240.632674530932,0.9713475043315211,Primary Residence,25080.534724664576,Fixed,Widowed,58,Masters,Rural,Low,0
Poor,0.8177633012603359,8,146901,402472,36800.71944275042,0.9085632803207417,Primary Residence,24176.197268910593,Variable,Married,22,PhD,Urban,Low,1
Fair,1.046045464486048,10,175789,470688,31292.61992535915,0.9335172769958887,Primary Residence,8142.540907797035,Variable,Married,42,Masters,Urban,Low,0
Fair,1.4443532552820126,13,75941,334586,21986.034622188577,0.9342888386776834,Rental,32440.147255314383,Variable,Single,22,Masters,Urban,High,0
Fair,0.45513724277037504,11,124079,73802,28135.689443500516,0.6187679271090144,Primary Residence,39511.27686099285,Variable,Widowed,55,High School,Suburban,Low,0
Good,1.3249678820737647,6,127304,235187,18911.348852446365,0.9195901607978062,Primary Residence,23087.038021892764,Fixed,Widowed,58,PhD,Rural,High,0
Poor,1.3937089274119772,10,102867,62721,20572.46943169819,0.6720002960460102,Rental,41915.98615024536,Variable,Married,43,Masters,Suburban,Moderate,0
Poor,1.0385817205225392,16,146292,347901,29010.046267089605,0.9166140762254503,Primary Residence,22212.842313883928,Variable,Widowed,60,PhD,Suburban,High,0
Poor,1.403773278361873,8,63252,217670,7550.371547132244,0.9653127599249679,Vacation Home,28415.94724866406,Fixed,Married,52,Bachelor,Suburban,Low,0
Poor,0.6570300224683158,12,69917,471448,15487.11903810983,0.9671498891964546,Primary Residence,3477.4881324942444,Fixed,Widowed,51,Bachelor,Suburban,High,0
Excellent,1.43422264645662,15,129419,219243,19100.904509767955,0.91287792764299,Vacation Home,7342.285048052322,Variable,Married,49,High School,Rural,Low,0
Excellent,1.0838960280323648,2,41399,469298,12667.850265146357,0.9730068096068034,Vacation Home,38366.6618068068,Fixed,Married,55,Masters,Urban,Moderate,0
Poor,0.15880807438633665,4,111050,141402,17768.95704205551,0.8743373004479745,Vacation Home,12458.922433699827,Variable,Divorced,22,High School,Suburban,Low,0
Good,1.3696219645466738,16,22496,51939,2935.9090505434306,0.9434739011043064,Rental,4688.8260185737,Variable,Married,25,Bachelor,Rural,Low,1
Excellent,0.7782619326464695,0,50985,431526,10182.985849915012,0.9764023816643377,Vacation Home,28412.370591251267,Fixed,Married,51,Masters,Suburban,Low,0
Fair,0.7444577786889659,8,135950,344133,34771.386187234966,0.8989594540853828,Vacation Home,4719.598197495145,Variable,Single,25,PhD,Urban,Low,0
Excellent,0.8930532483714879,16,124697,270317,18612.24960744269,0.9311465812085711,Rental,34203.70006776445,Variable,Married,62,High School,Suburban,High,0
Fair,0.30913836547971907,12,172506,442548,31986.743652395788,0.9277214140558859,Rental,34458.727553247394,Variable,Married,23,Masters,Rural,Low,1
Poor,0.756832467994358,14,58178,123251,12406.133455188492,0.8993425330813666,Vacation Home,22652.89723184377,Variable,Single,23,Bachelor,Urban,Moderate,0
Excellent,1.2635781034048439,7,53310,255035,10338.393136159788,0.9594628457421147,Rental,34288.35056230048,Variable,Widowed,32,PhD,Urban,High,0
Good,0.12167544279252147,7,96407,289351,19829.993949702548,0.9314673391496745,Primary Residence,39968.68833155165,Fixed,Single,68,Masters,Urban,Low,0
Excellent,0.4820840244541198,1,164462,283571,31868.746124801593,0.8876163425568848,Vacation Home,9883.765569759511,Fixed,Married,62,Masters,Rural,Moderate,0
Excellent,0.10343642102138191,9,96682,326598,20734.890671458048,0.9365124995515648,Vacation Home,32476.660180854262,Variable,Widowed,22,High School,Suburban,High,0
Excellent,0.6819958328097876,4,141352,444593,18468.55212582455,0.958459642581362,Primary Residence,34617.36421584112,Variable,Widowed,54,PhD,Suburban,High,0
Poor,1.1196417146912285,15,68577,85523,20796.536577262512,0.756831067931872,Rental,9722.566594243597,Fixed,Single,63,High School,Rural,Low,0
Good,1.2182805607604799,18,109643,342951,21574.734530418493,0.9370909123156997,Primary Residence,36343.830887256176,Variable,Single,66,PhD,Rural,Moderate,0
Excellent,1.4232656655778093,0,71933,68467,27856.042773863606,0.5931464388119297,Primary Residence,35977.323609563085,Fixed,Married,35,Masters,Urban,High,0
Good,0.951906458159101,12,35479,87177,5408.339469392431,0.9379613949850025,Rental,7862.631490558103,Variable,Divorced,43,PhD,Suburban,Low,0
Poor,0.4564776133140537,3,96719,193359,24517.99815041978,0.8731996020334207,Rental,15871.38165491649,Variable,Widowed,59,Masters,Suburban,Low,0
Fair,1.3938071287913785,6,104532,360811,17176.710207221102,0.9523941614661939,Vacation Home,47057.61935597985,Fixed,Single,43,Bachelor,Suburban,Moderate,0
Excellent,1.1854420554325265,0,179296,193910,36072.262790539215,0.8139742004510381,Vacation Home,3557.1751328412392,Variable,Married,65,Bachelor,Suburban,Low,0
Good,0.9041998762044022,1,167245,475281,28431.355948523895,0.9401799021031265,Vacation Home,11447.337768233128,Variable,Single,43,Bachelor,Rural,Moderate,0
Good,1.0738963020065104,15,96408,367403,17686.542163586866,0.951860648487936,Rental,28940.034778523295,Variable,Divorced,57,High School,Rural,High,0
Poor,1.3940428970104008,13,59800,492083,8300.11408482439,0.983132694921742,Vacation Home,48435.0400697517,Fixed,Divorced,24,PhD,Urban,High,1
Excellent,1.0973516398620904,4,178496,349016,38181.53974229145,0.8906023226949726,Primary Residence,12857.242694061122,Variable,Married,38,Bachelor,Urban,Low,0
Fair,0.6157243106186275,13,173779,299912,43019.72178386276,0.8565588513168437,Vacation Home,40839.04874700256,Fixed,Divorced,26,PhD,Rural,Moderate,0
Good,1.0982394832047353,16,32854,60522,8824.878336099713,0.8541872651911749,Rental,18367.710905739805,Fixed,Widowed,49,High School,Suburban,High,0
Excellent,0.15638942782954302,11,123090,164108,38967.31267082254,0.7625508039167954,Rental,17624.29966516687,Variable,Married,44,Bachelor,Urban,Moderate,0
Fair,0.6409817865628137,19,154753,210204,34484.377514749525,0.8359480432591695,Vacation Home,49802.84729082834,Variable,Married,20,Bachelor,Rural,High,0
Good,0.6688522445838109,11,172685,90425,29871.138763436553,0.6696584046067288,Rental,40860.85263549548,Fixed,Widowed,21,PhD,Suburban,Moderate,0
Good,0.3335735281891685,2,39879,317622,20105.749718120704,0.9366991275222726,Rental,12426.437236018051,Variable,Single,27,Bachelor,Rural,High,0
Fair,0.13231967277247825,1,26078,143873,9770.738234907763,0.9320877563204509,Vacation Home,9282.606689230128,Variable,Married,23,Masters,Rural,Moderate,0
Fair,0.28673373129283997,14,134166,240427,19871.71474476825,0.917348239820119,Vacation Home,4204.046942655759,Variable,Single,66,Masters,Urban,High,0
Poor,1.016470094115877,10,65461,101793,12986.531530248829,0.872422155450288,Primary Residence,24135.076613116213,Fixed,Widowed,51,Bachelor,Rural,Low,0
Excellent,1.2232043429091626,9,116892,317169,27396.43920538729,0.9136219516869956,Rental,16725.452354537705,Variable,Widowed,65,Masters,Rural,Moderate,0
Excellent,1.483484889817764,17,72314,319908,17281.55061100702,0.9459796234823542,Vacation Home,19041.07882159942,Fixed,Single,57,High School,Urban,Low,0
Poor,0.584908904351892,1,47941,248720,13590.77646021856,0.9453571226269759,Primary Residence,21570.46672816483,Fixed,Single,68,High School,Rural,High,1
Good,0.9391309111655424,6,152488,381180,35586.014370092584,0.9066424933887072,Rental,49552.17654307446,Fixed,Single,25,PhD,Urban,Moderate,0
Fair,1.4120029535411707,6,176497,407206,32294.922999678372,0.9206914362762868,Rental,143.6281688530272,Fixed,Married,63,Masters,Rural,High,0
Fair,0.33385849387341365,6,144781,343665,31485.831407834008,0.9083821995029054,Primary Residence,21303.224538007347,Variable,Divorced,68,Bachelor,Rural,High,0
Fair,1.1047038208798399,13,159579,221464,32985.29158788765,0.851057997742804,Rental,3248.6488656458146,Fixed,Married,59,Masters,Suburban,Low,0
Good,1.1569702264088284,1,142261,340951,27187.244526574934,0.9202605520248514,Vacation Home,33650.795525937465,Variable,Divorced,52,Masters,Urban,Low,0
Fair,0.2245657502170737,1,33573,243273,10892.915941545645,0.9552234899000479,Primary Residence,2521.4399470377402,Fixed,Married,56,PhD,Suburban,Low,0
Fair,1.305749139256291,14,179770,330157,36940.81752565998,0.8881113605779675,Primary Residence,38341.561889287324,Fixed,Single,29,High School,Suburban,High,0
Poor,1.2383470659551814,10,193550,323455,44297.91709832532,0.863047666295697,Vacation Home,43389.25324350621,Fixed,Single,43,Bachelor,Suburban,Low,0
Good,0.14676420920840821,9,81494,211699,17849.47728546864,0.9156846405251389,Primary Residence,48540.078862058064,Variable,Married,55,High School,Suburban,Low,0
Excellent,0.22751818083207206,2,38318,130483,6050.176701238067,0.9536324524939028,Vacation Home,6043.533701550441,Variable,Widowed,22,Masters,Urban,Moderate,0
Poor,0.16877765144859325,16,189791,321185,38759.90816622678,0.8793221720621238,Vacation Home,48944.57388336397,Fixed,Divorced,66,Masters,Rural,Moderate,0
Poor,0.5686409445191071,8,116528,237585,26714.260832413413,0.8875591437489175,Rental,20616.788213773834,Fixed,Married,56,Bachelor,Suburban,Low,0
Excellent,0.8130045869518966,14,95529,383940,19300.807390376624,0.9497296260082914,Rental,31628.940945178063,Fixed,Married,46,PhD,Urban,Low,0
Poor,0.8452868191364803,13,59102,335450,9608.309475857981,0.9713569549087554,Rental,2.376947472892965,Fixed,Divorced,43,Bachelor,Rural,Low,0
